ts,providerid,click,revenue
2017070401,12,230,38.729162999999986
2017070415,26,7,0.725148
2017070622,21,26,42.940000754609144
2017071115,19,11,0.22000000000000003
2017072604,60,82440,20469.851008257723
2017073009,800000000,3273,0
2017080106,10,2477,3319.720019522794
2017080202,16,1,1.68
2017080807,800000000,4927,0
2017081011,60,57307,14582.5743385219
2017070319,21,52,112.1100015132006
2017071004,31,2199,0
2017071101,6,3,2.2299999940151074
2017071211,26,12,0.53605
2017071809,31,717,0
2017071906,6,13,10.780000159919478
2017072022,8,85,117.23000051325361
2017072716,19,10,0.09
2017080216,31,2399,0
2017080313,6,17,55.8099986249336
2017081123,19,4,
2017070305,8,27,84.16000246324646
2017070415,28,1473,0
2017071115,21,18,33.790000625470284
2017071122,800000000,2249,0
2017071210,58,1,0
2017071322,16,2,1.8115610000000002
2017072605,31,1171,0
2017072702,6,33,29.970000285985872
2017080106,12,75,12.648616999999998
2017080422,58,5,0
2017081012,31,1609,
2017070414,60,89923,26956.18578350773
2017071019,16,5,2.342472
2017071101,8,44,52.639999304168086
2017071211,28,1830,0
2017071906,8,14,8.060000034303005
2017072022,10,4963,6158.8500337660225
2017072509,26,1,0.08825
2017072716,21,10,33.92000092180301
2017072723,800000000,2880,0
2017072923,16,4,0
2017080202,19,5,0.12000000000000001
2017080313,8,56,153.2200029661337
2017080423,28,652,0
2017081123,21,4,12.409999710604623
2017070201,800000000,2766,0
2017070305,10,1815,2809.8600063621057
2017071210,60,41390,8993.784732071275
2017072508,58,1,0
2017072702,8,50,82.640000516893
2017072812,28,1795,0
2017080422,60,100758,25372.937750714907
2017070415,31,4665,0
2017070512,6,10,47.660001676813806
2017070622,26,8,0.23430499999999999
2017071101,10,4247,5434.100009846722
2017071322,19,9,0.22
2017071802,800000000,3654,0
2017071906,10,2170,3066.9600064257816
2017072022,12,40,8.022711999999999
2017072509,28,1891,0
2017072811,60,59201,15112.743277515789
2017080119,60,120445,32313.29075773471
2017080202,21,13,36.32000076161404
2017080313,10,8267,12122.6400504274
2017070209,6,8,22.230000204100886
2017070305,12,67,11.961853999999995
2017070319,26,22,2.4471670000000003
2017070621,58,1,0
2017071019,19,6,0.08
2017071211,31,1298,0
2017072508,60,45675,7235.814003325104
2017072702,10,4546,4927.480019179296
2017072923,19,5,0.22000000000000003
2017080423,31,1787,0
2017080520,6,29,23.49000065858222
2017070318,58,1,0
2017070401,19,7,0.22000000000000003
2017070512,8,59,152.14999952243207
2017070622,28,712,0
2017071005,6,19,16.67000043000131
2017071101,12,202,30.15272899999999
2017071115,26,16,0.7259399999999999
2017071322,21,57,145.74000212812624
2017071906,12,183,24.297810000000016
2017072812,31,2081,0
2017080217,6,33,37.92000025677487
2017080313,12,154,27.657815999999986
2017081507,800000000,4461,0
2017070209,8,12,14.940000121519496
2017070319,28,1305,0
2017070621,60,109803,29027.54487703954
2017071019,21,63,134.3300004148086
2017072509,31,766,0
2017072606,6,8,3.7899999660516617
2017072702,12,240,49.94924799999997
2017072716,26,5,0.321312
2017080520,8,41,51.48000182652457
2017081013,6,32,108.93000304932748
2017081123,26,3,
2017070318,60,100898,29018.673700198902
2017070401,21,8,7.979999800973484
2017070512,10,4685,7788.72004704258
2017071005,8,27,15.069999932729628
2017071115,28,1729,0
2017072022,16,6,6.038363
2017080106,19,5,0.13
2017080217,8,75,80.17000029403432
2017070105,800000000,3495,0
2017070209,10,2010,2697.130026814101
2017070622,31,3585,0
2017071114,60,102117,28366.603976590275
2017071919,60,126486,33081.87154669153
2017072606,8,28,23.91999945135084
2017072716,28,1448,0
2017080202,26,3,0.20920500000000003
2017080520,10,6956,9634.310080520925
2017081013,8,40,129.0700060683125
2017081123,28,648,
2017070319,31,3464,0
2017070416,6,29,81.20000354182366
2017070512,12,130,23.297750000000008
2017071005,10,2219,3817.1400415731714
2017071706,800000000,3442,0
2017072715,60,107232,29987.003977025448
2017080106,21,1,0.7300000514054562
2017080113,800000000,4375,0
2017080217,10,9072,15170.12006274733
2017080313,16,2,1.5750000000000002
2017080918,800000000,4392,
2017081122,60,112810,26024.2809901594
2017070209,12,27,5.559714
2017071115,31,1678,0
2017071322,26,21,0.42745200000000005
2017072022,19,24,0.4600000000000001
2017072502,800000000,3320,0
2017072606,10,1879,1377.7800047664143
2017080202,28,755,0
2017080520,12,661,92.89299800000002
2017081013,10,8252,12486.85000768856
2017070416,8,84,141.09999804878888
2017071005,12,80,16.137248999999994
2017071019,26,20,0.9026190000000001
2017072716,31,2041,0
2017072813,6,16,40.41999957341843
2017072923,26,1,0
2017080201,60,127427,29483.555898293995
2017080217,12,202,45.36326099999999
2017081123,31,1889,
2017081220,6,99,197.79999524228057
2017070401,26,9,0.9971310000000001
2017071101,19,13,0.45000000000000007
2017071212,8,77,182.74000241386366
2017071322,28,762,0
2017071906,19,29,0.38000000000000017
2017072022,21,32,71.63000094646245
2017072606,12,65,7.823142000000001
2017080313,19,16,0.3900000000000001
2017081013,12,60,
2017070305,21,1,1.7900000439882862
2017070312,800000000,3099,0
2017070416,10,4776,7986.190017951882
2017070512,16,2,6.997717
2017071019,28,1151,0
2017071321,60,147202,28364.44858885058
2017072619,58,1,0
2017072702,19,6,0.26
2017072813,8,89,182.80000639532017
2017072923,28,782,0
2017080202,31,5027,0
2017081220,8,29,33.49999943367867
2017070401,28,870,0
2017070623,6,34,57.92000124604794
2017071018,60,118207,32576.195885985333
2017071101,21,10,10.949999811339937
2017071212,10,5471,8021.350017095477
2017071913,800000000,3728,0
2017072922,60,126948,24080.817167767167
2017080313,21,3,8.65999973947592
2017080320,800000000,3347,0
2017080520,16,4,4.297649
2017070400,60,120014,25502.917406056215
2017070416,12,199,35.220427000000015
2017071322,31,1620,0
2017072619,60,117241,30214.47029153507
2017072702,21,5,6.970000159043885
2017072813,10,9613,12873.853514705592
2017080217,16,8,16.457316
2017081220,10,6424,8736.450041831955
2017070512,19,2,0.1
2017070623,8,65,49.94000015111216
2017071019,31,1823,0
2017071116,6,4,
2017071212,12,99,18.856516000000006
2017072406,800000000,3671,0
2017072923,31,2240,0
2017080106,28,1317,0
2017081013,16,1,
2017070209,19,3,0.08
2017070401,31,4280,0
2017072022,26,11,0.791676
2017072717,6,18,48.10000006861263
2017072813,12,134,34.27556000000002
2017080105,60,63010,15288.494402210152
2017080520,19,6,0.2
2017081220,12,100,19.451679999999996
2017070305,26,3,0.357753
2017070512,21,8,9.36000002780365
2017070623,10,4330,5653.940031183303
2017071005,19,5,0.13
2017071116,8,98,200.50000116773606
2017080217,19,7,0.23560699999999996
2017070209,21,1,
2017070216,800000000,3614,0
2017070416,16,6,6.920229
2017071101,26,6,0.26814899999999997
2017071906,26,5,0.45647699999999997
2017072022,28,813,0
2017072606,19,20,0.5360950000000001
2017072717,8,59,99.64000126123001
2017080106,31,1702,0
2017080203,6,20,57.80000119294342
2017080313,26,4,0.202059
2017080520,21,3,9.439999937272072
2017081013,19,5,
2017070305,28,1361,0
2017070623,12,226,39.41617900000002
2017071005,21,3,5.3000003589394895
2017071012,800000000,3141,0
2017071116,10,7773,12104.030074111964
2017071212,16,1,0.87
2017071817,800000000,3132,0
2017072021,60,124424,30602.530104872
2017072702,26,16,1.049826
2017080217,21,14,29.75000058788748
2017080312,58,1,0
2017070304,60,72092,19742.031215601855
2017071101,28,945,0
2017071323,6,1,0.46000000513080275
2017071906,28,1689,0
2017072613,800000000,4175,0
2017072701,58,1,0
2017072717,10,9334,12291.440028942725
2017072813,16,2,2.4999979999999997
2017080203,8,41,32.88999972871234
2017080313,28,1988,0
2017081013,21,4,8.68000024982711
2017081020,800000000,4256,
2017081220,16,4,2.485901
2017070416,19,13,0.47550200000000004
2017071100,60,133692,28835.319109899963
2017071116,12,125,21.442290000000007
2017071905,60,61655,14852.462849340416
2017072022,31,1277,0
2017072702,28,927,0
2017080312,60,86562,21145.993322899627
2017070305,31,3504,0
2017070402,6,24,63.01000046614273
2017070512,26,13,0.423323
2017071212,19,20,0.49980800000000003
2017071323,8,85,141.2299990335873
2017072701,60,122399,28036.363603284855
2017072717,12,200,45.24389
2017072813,18,2,0
2017073106,800000000,3682,0
2017080203,10,4025,5355.269996461301
2017080904,800000000,3582,
2017070209,26,1,0.068064
2017070416,21,14,30.13999972414213
2017070423,800000000,2100,0
2017070511,58,1,0
2017071101,31,2659,0
2017071906,31,860,0
2017072813,19,7,0.27
2017080313,31,2478,0
2017080410,6,7,9.319999681929655
2017080520,26,2,0
2017081220,19,6,0.12000000000000001
2017070402,8,55,48.90000014895683
2017070512,28,1865,0
2017071005,26,6,0.260164
2017071212,21,8,43.67000091273368
2017071323,10,3858,5138.320011041783
2017072702,31,3290,0
2017080107,6,10,22.2099998643595
2017080203,12,210,31.269838
2017080217,26,2,0.13947
2017070209,28,1022,0
2017070511,60,53136,13047.794575966516
2017071116,16,2,4.808428
2017072606,26,4,0.46470900000000004
2017072820,800000000,2570,0
2017080216,58,1,0
2017080410,8,20,18.340000425796337
2017080520,28,1271,0
2017081013,26,2,
2017081220,21,3,2.8799999422258935
2017070208,60,36339,6681.002813589446
2017070402,10,3237,4038.2800070385524
2017070623,19,11,0.44
2017071005,28,1115,0
2017071323,12,203,40.632138
2017072517,800000000,3802,0
2017072717,16,7,6.92463
2017080107,8,21,28.40000020837348
2017080217,28,1386,0
2017070512,31,3553,0
2017071004,60,67473,19534.222490386703
2017071809,60,41478,8132.394871064987
2017072023,6,32,31.449999815564855
2017072606,28,973,0
2017080216,60,122534,32069.909253817474
2017080410,10,3993,6174.090042113243
2017081013,28,1835,
2017070209,31,1405,0
2017070306,6,17,110.62000554032133
2017070402,12,234,40.96415699999998
2017070416,26,5,0.49105699999999997
2017070623,21,34,61.020000696504255
2017071116,19,21,0.2900000000000001
2017072605,60,63276,14771.004572397256
2017080107,10,2547,3560.510011675213
2017080520,31,1840,0
2017080808,800000000,5000,0
2017081012,60,82721,19097.3982551347
2017070415,58,1,0
2017071005,31,1610,0
2017071102,6,3,1.6900001206306021
2017071212,26,6,0.257676
2017071907,6,8,11.750000350193451
2017072023,8,72,129.01000053018666
2017072717,19,3,0.03
2017080217,31,2420,0
2017080314,6,12,40.729998405936875
2017080410,12,41,10.710510999999999
2017070306,8,11,4.909999864906675
2017070416,28,979,0
2017071116,21,42,60.10999892559654
2017071123,800000000,2376,0
2017071323,16,6,0.58
2017072606,31,896,0
2017072703,6,28,37.460000272987784
2017080107,12,49,9.366190000000001
2017081013,31,1865,
2017081110,6,13,63.0199994741866
2017081220,26,2,0.248704
2017070415,60,96212,27669.643708672862
2017071102,8,46,51.100000333893874
2017071212,28,2107,0
2017071907,8,14,12.190000388917639
2017072023,10,4320,5365.580031922735
2017072717,21,9,42.770000171892086
2017080203,19,3,0.14
2017080314,8,88,213.7400020678245
2017070202,800000000,2810,0
2017070306,10,1648,2217.5700102680707
2017071211,60,58008,13897.707537157788
2017072703,8,30,44.86999873504751
2017072813,28,1771,0
2017080423,60,114742,24383.808750965796
2017081110,8,23,22.52000146234208
2017081220,28,1037,0
2017070416,31,4043,0
2017070513,6,16,87.97000253482771
2017070623,26,15,0.4567
2017071102,10,3637,4803.430020951115
2017071323,19,22,0.43915300000000007
2017071803,800000000,3470,0
2017071907,10,2410,3532.1600182238917
2017072023,12,75,15.033014000000001
2017072812,60,87590,21001.392322896136
2017080203,21,10,20.860000197410457
2017080210,800000000,3863,0
2017080314,10,9476,14464.039980911959
2017080410,16,1,3.643606
2017070306,12,49,9.882564999999998
2017071212,31,1499,0
2017072509,60,43005,7795.614993899406
2017072703,10,3624,3488.4299771485958
2017080107,16,8,19.357465
2017080521,6,36,40.05999992626335
2017081110,10,3922,5295.890005476691
2017070402,19,1,0.03
2017070513,8,102,196.8799978334213
2017070623,28,760,0
2017071006,6,15,24.96000061890752
2017071102,12,181,30.700887999999996
2017071116,26,11,0.5562659999999999
2017071323,21,34,102.39000288959652
2017071907,12,131,20.386685000000007
2017072813,31,2106,0
2017072910,6,5,14.820000187464306
2017080218,6,26,59.8200010707061
2017080314,12,175,34.30101999999999
2017081220,31,1660,0
2017081508,800000000,4310,0
2017070622,60,106796,27319.281290039195
2017072607,6,7,12.720000340855517
2017072703,12,156,26.25410900000001
2017072717,26,2,0.321312
2017080410,19,2,0.02
2017080521,8,32,52.32000008795172
2017081014,6,21,113.12000346306914
2017081110,12,27,
2017070319,60,104846,29555.799265817503
2017070402,21,4,2.909999887074873
2017070513,10,5604,9545.109997537402
2017071006,8,17,43.98000110631486
2017071116,28,1445,0
2017072023,16,2,0
2017072716,58,1,0
2017072910,8,17,38.389998743784254
2017080107,19,3,0.14
2017080218,8,69,89.19000098398702
2017081123,58,2,
2017070106,800000000,3787,0
2017070623,31,3611,0
2017070720,6,18,54.590001650228956
2017071115,60,110680,30786.767396764728
2017072607,8,26,94.38000097974133
2017072717,28,1494,0
2017080203,26,2,0.13947
2017080521,10,7094,9167.170060490549
2017081014,8,37,62.5099999259449
2017070417,6,32,91.020003410504
2017070513,12,158,31.670443000000013
2017071006,10,1898,2959.2900184945283
2017071707,800000000,3358,0
2017071907,16,2,7.131013
2017072716,60,125658,32313.002576860592
2017072910,10,3297,4946.530003027878
2017080107,21,2,4.200000129558306
2017080114,800000000,4379,0
2017080218,10,9164,14275.160018217446
2017080919,800000000,5045,
2017081123,60,103152,25632.916562718965
2017070720,8,88,70.50999874015362
2017071116,31,1735,0
2017071323,26,9,0.293474
2017072023,19,20,0.43000000000000005
2017072503,800000000,3819,0
2017072607,10,2289,2109.520000145073
2017072703,16,1,2.09
2017080203,28,957,0
2017080521,12,145,21.101869999999998
2017081014,10,9128,13500.909986218136
2017081110,16,12,
2017070306,19,3,0.1
2017070417,8,73,88.55000135477346
2017071006,12,47,9.710928000000003
2017071322,58,1,0
2017072717,31,1964,0
2017072814,6,27,51.669999874372714
2017072910,12,42,8.601998000000002
2017080202,60,124279,28196.29268562043
2017080218,12,201,41.274938000000006
2017081221,6,110,180.6800028120751
2017070402,26,15,1.6950129999999999
2017070720,10,6368,9419.380047123928
2017071102,19,11,0.25
2017071213,8,69,90.11000148153572
2017071323,28,702,0
2017071907,19,11,0.16
2017072023,21,22,25.76000040751003
2017072607,12,36,4.324434
2017080314,19,23,0.6600000000000001
2017081014,12,92,
2017070306,21,1,0.20999999154067103
2017070313,800000000,3176,0
2017070417,10,4708,6740.550024185783
2017070513,16,11,23.504653000000005
2017071322,60,144920,27624.69031427642
2017072703,19,6,0.15
2017072814,8,69,134.07000369014787
2017080203,31,4346,0
2017080300,6,22,33.539999659519445
2017080410,26,2,0.20023
2017081110,19,1,
2017081221,8,24,13.650000044898157
2017070402,28,801,0
2017070720,12,149,21.314546000000004
2017071019,60,119406,31667.948408974407
2017071102,21,16,22.710000833202642
2017071213,10,6081,9982.570033126873
2017071907,21,5,7.450000058592999
2017071914,800000000,3764,0
2017072923,60,99191,23486.341389137924
2017080107,26,1,0.090726
2017080314,21,7,19.660000186790867
2017080321,800000000,3199,0
2017080521,16,3,1.318177
2017070401,60,119742,23976.01920710372
2017070417,12,173,30.88993700000002
2017071323,31,1552,0
2017071420,6,29,46.71999982566431
2017072703,21,4,6.900000040460862
2017072710,800000000,3928,0
2017072814,10,8694,12942.169979219341
2017072910,16,4,4.82
2017080106,58,1,0
2017080218,16,14,17.843547
2017080300,8,64,122.30999963457124
2017080410,28,1635,0
2017081221,10,5173,6564.769993226291
2017070513,19,9,0.53
2017071117,6,1,
2017071213,12,114,19.82067500000001
2017072407,800000000,3598,0
2017072607,16,4,15.720588000000001
2017080107,28,1594,0
2017081014,16,4,
2017070402,31,4595,0
2017071420,8,102,138.67000125203234
2017072023,26,19,1.33971
2017072718,6,29,40.290000213927854
2017072814,12,169,38.75492899999998
2017080106,60,50391,10515.026991771661
2017080300,10,5259,7197.890001241379
2017080521,19,1,0.02
2017081221,12,86,13.340590000000004
2017070306,26,5,0.596255
2017070513,21,3,3.7699999376137194
2017070520,800000000,2367,0
2017071006,19,2,0.060000000000000005
2017071117,8,73,104.8100039775975
2017072022,58,1,0
2017072910,19,3,0.06
2017080218,19,3,0.11000000000000001
2017080410,31,1183,0
2017070217,800000000,2770,0
2017070417,16,12,12.454944000000001
2017071102,26,15,0.641066
2017071420,10,7208,10359.10004968227
2017071907,26,5,0.6217429999999999
2017072023,28,803,0
2017072607,19,32,0.41000000000000014
2017072718,8,80,97.71000114786608
2017080107,31,1285,0
2017080204,6,21,22.980000011271105
2017080300,12,243,36.48226099999998
2017080314,26,3,0.202059
2017080521,21,3,4.450000094192566
2017081014,19,2,
2017070306,28,1456,0
2017071006,21,2,0.4799999855129726
2017071013,800000000,2995,0
2017071101,58,1,0
2017071117,10,6968,10489.270052987382
2017071213,16,2,4.430163
2017071818,800000000,3411,0
2017072022,60,214761,54728.80870851635
2017072703,26,10,0.998292
2017080218,21,13,30.040000089367584
2017081000,6,37,73.04999841847
2017070305,60,56129,14765.22372738493
2017070720,19,6,0.13
2017071102,28,737,0
2017071420,12,149,30.112093999999992
2017071907,28,1480,0
2017072614,800000000,4330,0
2017072702,58,2,0
2017072718,10,8934,11273.640093516502
2017072814,16,4,7.119993
2017080204,8,30,37.93999931710398
2017080314,28,2215,0
2017081014,21,7,69.29999921217757
2017081021,800000000,3716,
2017081221,16,6,7.8099929999999995
2017070417,19,3,0.13
2017071101,60,134452,28636.71897280855
2017071117,12,181,33.882348000000015
2017071906,60,49355,10734.384523151668
2017072023,31,1219,0
2017072120,6,43,45.27000062213686
2017072703,28,931,0
2017080313,60,96503,26846.267537674546
2017081000,8,18,14.299999715315918
2017081110,28,2078,
2017070306,31,2198,0
2017070403,6,24,36.27999996231788
2017070513,26,10,0.38630500000000006
2017070720,21,25,36.560001119032975
2017071213,19,23,0.5100000000000001
2017072702,60,117527,25014.702699202724
2017072718,12,227,58.05406299999997
2017073107,800000000,3678,0
2017080100,800000000,3025,0
2017080204,10,2993,5864.480000960673
2017080905,800000000,5918,
2017070417,21,10,25.130000195889448
2017071102,31,2875,0
2017071907,31,593,0
2017072120,8,74,92.23000156423214
2017072814,19,6,0.1
2017080314,31,2759,0
2017080411,6,17,49.12000025341885
2017080521,26,2,0
2017081000,10,6242,6930.020063231841
2017081221,19,1,0
2017070403,8,35,32.5699999859732
2017070513,28,2174,0
2017071006,26,3,0.130082
2017071213,21,12,27.140000313016124
2017071220,800000000,2325,0
2017072703,31,2168,0
2017072800,6,21,13.950000215618926
2017080108,6,2,2.669999977925392
2017080204,12,158,25.313186
2017080218,26,2,0.13947
2017080520,58,1,0
2017081110,31,1049,
2017070512,60,66458,16918.209479720485
2017072120,10,6646,8084.2500311220365
2017072607,26,6,0.619243
2017072814,21,3,68.26000398384916
2017072821,800000000,2698,0
2017080217,58,1,0
2017080300,19,4,0.13
2017080411,8,45,77.7900009651996
2017080521,28,1228,0
2017081000,12,92,
2017081014,26,1,
2017081221,21,2,15.229999289158703
2017070209,60,30757,6470.691105970475
2017070403,10,2800,3114.5500144422135
2017071006,28,1453,0
2017072518,800000000,3647,0
2017072718,16,5,12.508033000000001
2017072800,8,52,68.70000003984633
2017072910,28,1342,0
2017080108,8,27,55.550000226874786
2017080218,28,1319,0
2017080520,60,112447,27823.858987943648
2017070513,31,3778,0
2017070610,6,4,18.32000070375218
2017070720,26,10,0.29283800000000004
2017071005,60,55395,13712.257930127535
2017071420,19,19,0.3900000000000001
2017071900,800000000,3311,0
2017072120,12,71,24.374513999999994
2017072607,28,990,0
2017080217,60,120793,32439.056937057067
2017080300,21,2,12.30000018603361
2017080411,10,5685,9275.680039639805
2017081014,28,1757,
2017070307,6,11,28.990000220510783
2017070403,12,194,39.11866799999999
2017070417,26,9,0.677003
2017071117,19,16,0.15
2017072606,60,50506,11074.531081307572
2017072800,10,5172,5463.330007445659
2017080108,10,2676,3372.2900154492736
2017080204,16,2,5.0024049999999995
2017080521,31,1914,0
2017080809,800000000,5193,0
2017081013,60,85095,24188.471134357933
2017070610,8,32,52.67000027604287
2017070720,28,1139,0
2017071006,31,1275,0
2017071103,6,2,1.4500000968063247
2017071213,26,9,0.389
2017071420,21,12,26.100000053721914
2017071908,6,13,17.11000021957167
2017072718,19,5,0.09
2017072910,31,1086,0
2017080218,31,2386,0
2017080315,6,16,23.59000008560658
2017080411,12,50,13.712730000000002
2017070307,8,24,46.37000078058625
2017070417,28,1245,0
2017071117,21,60,126.24000080856872
2017072607,31,756,0
2017072704,6,22,25.28000062080985
2017072800,12,291,61.59292099999994
2017072814,26,4,0.853341
2017080108,12,38,7.517059
2017081014,31,1757,
2017081111,6,18,179.5699987458734
2017081221,26,5,0.497408
2017070416,60,94953,27290.402954143345
2017070610,10,2931,4798.40000596124
2017071103,8,48,73.31000165428088
2017071213,28,1865,0
2017071908,8,15,5.500000111569348
2017072718,21,12,32.5900002440945
2017080204,19,4,0.07
2017080315,8,68,116.23999999356649
2017081220,58,1,0.0532
2017070203,800000000,2836,0
2017070307,10,1794,2616.6600221155313
2017070720,31,2030,0
2017071212,60,71916,18312.937433064948
2017072704,8,41,38.54000132589857
2017072814,28,1775,0
2017081000,19,5,
2017081111,8,15,18.94999978111499
2017081221,28,865,0
2017070417,31,3421,0
2017070514,6,17,58.49000205535932
2017070610,12,68,12.019104
2017071103,10,3041,4173.4900217081595
2017071804,800000000,2198,0
2017071908,10,2509,3358.530019491016
2017072813,60,112674,29607.366266577385
2017080204,21,2,2.500000034348891
2017080211,800000000,4205,0
2017080315,10,9701,13921.520027467168
2017080411,16,1,4.813666
2017081220,60,113893,26056.554583728197
2017070307,12,35,6.446901999999999
2017071213,31,1615,0
2017071310,6,1,0.12999999878312357
2017071420,26,33,1.1024250000000002
2017072120,19,16,0.30000000000000004
2017072600,800000000,3492,0
2017072704,10,2948,4929.430010480055
2017080108,16,3,18.035700000000002
2017080300,28,580,0
2017080522,6,27,33.189999636741646
2017081000,21,11,6.489999954132877
2017081111,10,5087,7722.120008204897
2017070403,19,5,0.16
2017070514,8,113,220.4900020592467
2017071007,6,6,6.170000183620377
2017071103,12,165,30.04551199999999
2017071117,26,10,0.35562499999999997
2017071908,12,96,11.217388999999999
2017072814,31,2294,0
2017072911,6,7,26.430000145629478
2017080219,6,18,12.139999937287454
2017080315,12,179,32.309535000000004
2017081221,31,1734,0
2017081509,800000000,4445,0
2017070623,60,113808,26410.972171571135
2017071310,8,30,49.09999929519851
2017071420,28,1231,0
2017072120,21,41,90.35999883587112
2017072608,6,10,21.600000442043022
2017072704,12,127,18.690216999999997
2017072718,26,1,0.160656
2017080411,19,1,0.04
2017080522,8,27,26.719999202663736
2017081015,6,27,146.38000686533422
2017081111,12,38,
2017070403,21,18,33.09000093037234
2017070410,800000000,3210,0
2017070514,10,6211,10254.910059107677
2017070610,16,2,2.078731
2017071007,8,17,14.719999998958748
2017071117,28,1220,0
2017072717,58,3,0
2017072800,19,9,0.13999999999999999
2017072911,8,41,74.68000036821908
2017080108,19,2,0.04
2017080219,8,107,103.09999992258011
2017080300,31,3194,0
2017070107,800000000,3249,0
2017070721,6,17,26.21000088305653
2017071116,60,112967,30733.32788134011
2017071310,10,3044,4404.430004189479
2017072608,8,20,51.209999482689405
2017072718,28,1367,0
2017080204,26,2,0.069735
2017080411,21,1,0.02000000009993841
2017080522,10,6221,8361.55001079037
2017081015,8,43,95.84000225265558
2017070418,6,29,97.2300015593499
2017070514,12,185,30.284143000000014
2017071007,10,2027,2917.0500252854404
2017071420,31,1408,0
2017071708,800000000,3329,0
2017071908,16,4,15.063398
2017072717,60,116520,32286.178548547592
2017072911,10,4723,6996.570016401724
2017080108,21,3,9.470000354210667
2017080115,800000000,4381,0
2017080219,10,10075,14067.62003745117
2017080315,16,5,4.753365
2017081000,26,1,
2017070610,19,2,0.02
2017070721,8,61,80.03999912525227
2017071117,31,1620,0
2017071310,12,51,8.976675
2017072504,800000000,2559,0
2017072608,10,2642,2205.2300104989195
2017072704,16,2,2.286785
2017080204,28,928,0
2017080522,12,5,0.7085140000000001
2017081015,10,9696,13519.56003144997
2017081111,16,2,
2017070307,19,8,0.01
2017070418,8,68,87.0800006262756
2017071007,12,43,5.926432999999999
2017072010,6,6,35.66000021822013
2017072120,26,23,2.1300189999999994
2017072718,31,1751,0
2017072815,6,16,29.029999754827088
2017072911,12,77,14.428820000000002
2017080203,60,107452,23585.968601567936
2017080219,12,204,34.44405700000001
2017081000,28,730,
2017081222,6,100,208.2200021421021
2017070403,26,8,0.908424
2017070610,21,4,7.539999731483028
2017070721,10,5598,7593.970063583697
2017071103,19,10,0.15000000000000002
2017071214,8,75,125.98000016903556
2017071908,19,29,0.35000000000000014
2017072608,12,28,3.452707
2017080315,19,6,0.11
2017081015,12,94,
2017070307,21,1,0.5100000158303337
2017070314,800000000,3209,0
2017070402,58,2,0
2017070418,10,4967,6573.480003545993
2017070514,16,1,0.050343
2017071323,60,114097,27278.2148859704
2017072010,8,35,108.39000135853186
2017072120,28,1228,0
2017072704,19,5,0.2
2017072815,8,97,132.57000176856977
2017080204,31,3147,0
2017080301,6,12,13.060000113980653
2017081111,19,4,
2017081222,8,13,22.290000233577363
2017070403,28,1330,0
2017070721,12,174,32.513463
2017071103,21,21,16.089999818187643
2017071110,800000000,3171,0
2017071214,10,6956,11284.310024555793
2017071915,800000000,3743,0
2017072800,26,3,0.853341
2017080108,26,1,0.090726
2017080315,21,7,9.300000178953486
2017080322,800000000,2863,0
2017080522,16,3,1.845448
2017081000,31,2370,
2017070402,60,107316,22888.861041861393
2017070418,12,147,27.994436000000015
2017071007,16,1,1.10692
2017071421,6,36,33.200000674887455
2017072010,10,3736,4554.390030153191
2017072704,21,2,
2017072711,800000000,3810,0
2017072815,10,9050,13225.130057618608
2017072911,16,9,5.239999999999999
2017080107,58,3,0
2017080219,16,16,13.434634999999998
2017080301,8,45,42.38999991250427
2017080411,28,1910,0
2017081111,21,7,15.47000068732844
2017081222,10,4398,6046.430036291499
2017070514,19,2,0.06
2017071118,6,4,
2017071214,12,141,24.092937999999997
2017072120,31,1060,0
2017072408,800000000,3607,0
2017072608,16,7,8.073345999999999
2017072800,28,881,0
2017080108,28,2046,0
2017080410,60,47352,9977.158040592696
2017081015,16,3,
2017070403,31,3814,0
2017070500,6,29,146.5599983010929
2017070610,26,3,0.098715
2017071310,19,10,0.33000000000000007
2017071421,8,94,95.07000074299476
2017072010,12,186,33.852138
2017072719,6,38,40.159998671864614
2017072815,12,159,36.20692199999999
2017080107,60,42194,8566.418660538911
2017080301,10,5049,6220.300025947819
2017080522,19,7,0.15170399999999998
2017081222,12,100,19.318962999999997
2017070307,26,5,0.418219
2017070514,21,13,30.040000053492996
2017070521,800000000,2440,0
2017070721,16,1,0.46
2017071007,19,4,0.04
2017071118,8,104,107.8500013798546
2017072608,18,6,0
2017072911,19,1,0.02
2017080219,19,9,0.14
2017080411,31,1684,0
2017070218,800000000,2763,0
2017070306,58,2,0
2017070418,16,10,6.919500000000001
2017070500,8,42,47.66999979780589
2017070610,28,1615,0
2017071103,26,7,0.26445799999999997
2017071310,21,8,9.520000004379996
2017071421,10,6273,8348.850005779457
2017071908,26,5,0.551331
2017072608,19,34,0.4860950000000001
2017072719,8,55,75.33000014743654
2017072800,31,2476,0
2017080108,31,1108,0
2017080205,6,15,14.06000013937571
2017080301,12,265,42.14284899999999
2017080315,26,2,0.134706
2017080522,21,8,3.0900000266505265
2017081015,19,3,
2017070307,28,1773,0
2017071007,21,1,1.0800000207304081
2017071014,800000000,3282,0
2017071102,58,1,0
2017071118,10,7272,10267.67005368184
2017071819,800000000,3225,0
2017072023,60,129089,27686.840363169424
2017072704,26,12,0.7578749999999999
2017072911,21,1,5.400000092190233
2017080219,21,15,101.42000071273189
2017080314,58,1,0
2017081001,6,56,123.0400021182259
2017081111,26,1,
2017070306,60,43324,9910.398796843303
